PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	강유진								A Study on a Literacy Education Model Using Movies from the Original Novel			소설 원작 영화를 활용한 리터러시 교육 모형 연구					The Studies of Korean Literature	우리문학연구			59				59	84							2018	2018	In ​​writing education related to media literacy, images have tended to be used as supplementary devices. Typically, film appreciation / criticism writing can be referenced. The Z generation is a so-called video generation and writing education for these students needs to be taken in a different direction than that which is provided by existing teaching methods.Currently, literacy is defined as a complex cognitive, thinking, and expression process mediated by language, not a writing-oriented ability to interpret language as a means of expression. In this sense, literacy education should focus on education as a way of developing expressive capabilities that are appropriate to each mode of expression, beyond writing, image, and video. Ultimately, it should aim to improve language, thinking, and expression, regardless of the way they are represented. To accomplish this, instances in which writing is rejected by the generation which favors images must be reduced. This is possible through an educational model which focuses on the transfer of image data through writing, based on the fact that both image and text are linear, cognitive, and linguistic parts of the thinking process.This educational model focuses on providing students with the opportunity to learn the differences in the expression of texts and images through hands-on conversions of novels corresponding to ‘Explanation / Describe / Narrative / Demonstration’ do. Through this approach, students can experience the difference / similarity between semantics and expressions when texts are converted into images and perform integrated reading (decoding) and writing (encoding) of texts and images.				미디어 리터러시에 관련한 글쓰기 교육은 영상의 보조적 활용에 그친 경향이 있어 왔으며 대표적으로 영화 감상문/비평문 쓰기의 형태로 가장 많이 이루어져 왔다. Z세대는 이른바 영상세대이며 이들을 대상으로 하는 글쓰기 교육은 기존의 교육 방식에서 전면적으로 다른 방향에서 이루어질 필요가 있다.현재 리터러시는 언어를 표현 수단으로 하는 글 중심의 해독력이 아니라 언어를 매개로 한 복합적 인지, 사고, 표현 과정으로 정의할 수 있다. 이렇게 볼 때 리터러시 교육은 글, 영상, 이미지 등의 표현 방식을 넘어서서 각각의 표현 수단에 맞는 표현의 방식을 교육하는 데 초점을 맞추고, 궁극적으로는 표현 방식을 막론하고 이를 활용한 언어적 인지, 사고, 표현 능력을 향상하는 데 목적으로 두어야 한다. 이를 위해 선행되어야 할 것은 영상세대가 갖고 있는 글에 대한 거부감을 줄이는 것이다. 이는 영상과 글이 모두 선형적인 인지, 사고 과정의 언어적 행위라는 사실을 바탕으로 글쓰기를 통해 영상 자료를 글로 옮기는 것에 주목하는 교육 모델을 통해 가능하다.본 교육 모형은 담화 유형 중 ‘설명/ 묘사/ 서사/ 논증’에 해당하는 소설 예문을 영상으로 전환하고, 영상을 다시 글로 전환하는 실습을 통해 글과 영상의 표현에 나타나는 차이를 익히는 것을 주된 내용으로 한다. 이를 통해 학생들은 글이 영상으로 전환되었을 때의 의미와 표현 방식의 차이/유사성을 체험 학습하고 문자와 영상의 통합적 읽기(decoding)와 쓰기(encoding)를 수행할 수 있다.					0	0	0	0	0	0			1229-7429			KJD:ART002372107		
J	Hosic, Irfan								Contemporary Art and the Media after 9/11								ZIVOT UMJETNOSTI					102			98	118		10.31664/zu.2018.102.04					2018	2018	The collapse of the Twin Towers in 2001 and its direct transmission around the globe introduced a new paradigm in warfare conducted through the media. The time span between the first and the second attack on WTC was a suitable moment for the cameramen and photographers to install their equipment and make it possible for the viewers to watch the second airplane crushing into the towers live. The disturbing images travelled around the world in no time, and their character shifted from documentary to symbolical. The resulting hypertrophy of meaning led to an image production encoded with the explicit content of violence and trauma. The newly created media setting generated new viewing mentalities and new visual literacy. Art produced in the period since September 11, 2001 has been an indicator of the new social order, which endows images with the brutal power of reality.The aim of this paper is to present some examples from the contemporary artistic production- primarily works of Hans Peter Feldmann, Doug Ashford, Francis Alys, Thomas Hirschorn, and Munir Fatmi- and to perform an analysis of the way in which the contemporary art practices deal with the issues imposed by the post-September eruption of images. The works of the said artists have thereby been used as primary sources in articulating a perspective that will lead to a better understanding of the new role of the media.									0	0	0	0	0	0			0514-7794			WOS:000439064200004		
J	박인창								A Case Study on the Visual Literacy of Creative Printing Advertisements			창의적인 인쇄광고의 비쥬얼 리터러시에 관한 사례 연구					A Treatise on The Plastic Media	조형미디어학			21	2			53	60							2018	2018	Today, many of the countless advertisements in our country are amazed at the bright ideas and outstanding technical completeness of the year, but many of the advertisements don't even make it into our heads. With the development of the media, we dare say the amount of advertising we encounter has exploded, while the level has been normalized. Put it mildly, it's like looking at a cotton candy with a hollow stomach. There are many causes, but first, I would like to point to a bizarre market structure led by a few big advertisers, including telecommunications and construction companies. They are brainwashing the people with massive attacks. Instead of developing ideas to convey the brand's core values, it seems to only stimulate the eyes and ears of consumers with bizarre expressions. People often talk about the rules that make great advertisements. There are some students in my class who ask such questions seriously. Unfortunately, they don't exist. Rather, if you look at the great advertisements in detail, you realize that all of the rules have come out of them. Behind great advertising is great processes, and after great processes, great people exist. The study looked at the importance and necessity of creative print advertising and described the characteristics of printed media that are still in existence.And I would like to cite examples of the visual literacy of creative print ads. In the era of global free trade, the way in which images are presented has been divided into categories based on cases in which people empathize with the cultural differences between countries.				오늘날 우리나라에 쏟아지는 수많은 광고들을 보고 있노라면 기발한 발상과 뛰어난 기술적 완성도에 놀라곤 하지만, 광고를 보고 나서도 브랜드가 무엇이었는지 머릿속에 남지 않은 경우가 많다. 미디어의 발달과 더불어 우리가 접하는 광고의 양은 폭발적으로 증가한 반면 그 수준은 하향평준화 되었다고 감히 말할 수 있다. 좀 심하게 말 하면, 속이 텅 비어있는 솜사탕을 보는 느낌이라고나 할까. 여러 가지 원인이 있겠지만 우선 이동 통신, 건설 회사 등 몇몇의 대형 광고주가 주도하고 있는 기이한 시장 구조를 들고 싶다. 그들은 어마어마한 물량공세로 국민들을 세뇌시키고 있다. 브랜드의 핵심 가치를 전달하는 아이디어를 개발하기보다는 그저 희한한 표현으로 소비자들의 눈과 귀만을 자극하려는 것 같다. 사람들은 종종 위대한 광고를 만드는 규칙들에 대해 이야기한다. 제가 진행하는 수업에서도 진지하게 그런 질문을 하는 학생들이 있다. 하지만 아쉽게도 그런 규칙은 존재하지 않는다. 오히려 위대 한 광고들을 자세히 관찰하면 거기서 모든 규칙들이 쏟아져 나왔다는 것을 깨닫게 된다. 위대한 광고 뒤 에는 위대한 과정이 존재하며, 위대한 과정 뒤에는 위대한 사람들이 존재한다. 본 연구는 창의적인  인쇄광고의 중요성과 필요성을 살펴보고 아직도 사라지지 않는 인쇄매체의 특성을 서술하였다. 그리고 창의성 높은 인쇄광고의 비쥬얼 리터러시의 사례를 제시하고자 한다. 글로벌 자유무역의 시대에 함축적인 이미지의 전달 방법은 국가 간 문화적 차이를 뛰어넘어서 모두를 공감시킨 사례를 중심으로 그 범주를 분류하였다.					0	0	0	0	0	0			1229-5558			KJD:ART002352395		
J	염은영								How Visual Thinking Strategies Using Picture Book Images can Improve Korean Secondary EFL Students’ L2 Writing								English Teaching	영어교육			73	1			23	48		10.15858/engtea.73.1.201803.23					2018	2018	This research aims to explore whether guided visual artwork discussions called Visual Thinking Strategies (VTS) using picture book images can benefit and enhance Korean EFL secondary students’ L2 writing. Incorporating content analysis, this research examines how carefully guided artwork discussions can enhance visual understanding, critical thinking skills and interpretive L2 writing skills. The L2 writing samples of the focal students revealed that they were able to think based on visual clues. The discussions were led by the teacher who pointed out significant visual elements and allowed time for the students to explore diverse ideas. The focal students were able to piece together the jigsaw of the images and articulate their thoughts in English, during which time they learned to take risks and to make mistakes in using a foreign language. Their critical comments and improved L2 writing suggest how critical/aesthetic thinking skills can be developed through continued visual practices in a secondary EFL setting.									0	0	0	0	0	0			1017-7108			KJD:ART002334397		
J	Lopatovska, Irene; Carcamo, Tiffany; Dease, Nicholas; Jonas, Elijah; Kot, Simen; Pamperien, Grace; Volpe, Anthony; Yalcin, Kurt								Not just a pretty picture part two: testing a visual literacy program for young children								JOURNAL OF DOCUMENTATION				74	3			588	607		10.1108/JD-08-2017-0119					2018	2018	Purpose In an effort to advance visual literacy (VL) education, the purpose of this paper is to develop and test a VL instruction program for 2.5-4-year-old children in a public library setting.Design/methodology/approach The study was designed as a series of VL workshops for young public library visitors. Each workshop collected information about children's existing VL knowledge, introduced them to new visual concepts, and measured their engagement and comprehension of the newly acquired material. The study data were collected via questionnaires and observations.Findings Most of the children who participated in the study workshops showed a solid baseline knowledge of colors, lines, shapes and textures and were actively engaged in instruction. After the instruction, children generally showed an improved understanding of the newly introduced VL concepts and were able to answer questions related to the new concepts, recognize them in images, and apply them in art projects.Research limitations/implications The study relied on a relatively small sample of library visitors in an affluent neighborhood. The findings are influenced by variations in the topics and delivery methods of instruction. The study findings might not be generalizable beyond the US context.Practical implications The study methods and findings would be useful to VL educators who work with children.Social implications As information continues to proliferate in non-textual contexts, VL is becoming an increasingly important educational goal. The study advances a VL agenda and advocates for introducing VL early in life.Originality/value The authors are not aware of any other study that tested VL instruction on a group of very young children in a public library.									0	0	0	0	0	0			0022-0418	1758-7379		WOS:000428538600007		
J	Damyanov, Ivo; Tsankov, Nikolay								The Role of Infographics for the Development of Skills for Cognitive Modeling in Education								INTERNATIONAL JOURNAL OF EMERGING TECHNOLOGIES IN LEARNING				13	1			82	92		10.3991/ijet.v13i01.7541					2018	2018	Contemporary culture is a visual culture. Visual images become the predominant form of communication. Students should be visually literate and be able to read and use visual language, to decode, interpret and evaluate visual messages successfully, and, last but not least, to encode and compose meaningful visual communication. The combination of modeling with other methods in scientific knowledge increases its potential as a cognitive method. Infographics can play a significant role in the process as tool or target according to the age and cognitive abilities of the students. Information images (infographics) are visual representations of information, data or knowledge. The use of infographics as a modeling method can develop different cognitive skills such as interpretation, analysis, assessment, conclusion, explanation, which are all part of the modeling process. In fact, they can be a tool for achieving the next stage of literacy-visual literacy. All this necessitates the exploration of infographics as an instrument in the development of a comprehensive system of cognitive tasks in education related to the formation of skills for modeling. In the paper, six types of cognitive tasks in education are analyzed as well as their relation to the visual literacy competence standards approved by the Association of College & Research Libraries. A comparison of freely available infographics tools is provided and the suitability of different infographics templates is discussed.									0	0	0	0	0	0			1863-0383			WOS:000425245700006		
J	이영미								Visual Literacy of Nonverbal Communication represented in Visual Communication - Focused on Iconotext -			비주얼커뮤니케이션에서 나타나는 비언어적 커뮤니케이션의시각적 문해력(비주얼 리터러시visual literacy)에 관한 연구- 아이코노텍스트(iconotext)를 중심으로 -					Korea Science & Art Forum	한국과학예술포럼			32				205	216		10.17548/ksaf.2018.01.30.205					2018	2018	The way people communicate is rapidly changing with the times while media are expanding every day. Therefore, both verbal and non-verbal factors in visual communication become diverse in their expression making the message it delivers ambiguous. This study begins from the iconotext as a nonverbal factor in visual communication. The purpose of this study is to understand the concept of iconotext, consisting of text and images and having a symbolic or complex meaning, and to examine its characteristics and types, and visible literacy as an image-text.The results of this study are summarized as follows. Literacy means the ability to read and write but recently the term’s meaning has been expanded to include that of using text and image to create and understand messages, namely the ability of human communication in all areas. Visual media has appeared with the emergence of visual language as an important communication tool and the decline of written language. Along with this trend, visual literacy is becoming increasingly important to read visual information fast and accurately, to adopt and sort out messages, and to create visual messages. In particular, the characteristics of iconotext, as the non-verbal elements of communication where texts and images coexist, by keeping distance between visual elements and verbal elements; the two elements are not mixed up but confronted, from which tension arises. The momentary tension lies in the dynamism where the code systems of the text and image are put in contrast or just a position. As the iconotext is text and image at the same time, this ambiguity and intertextuality lead to the possibility of multiple interpretations, hence the necessity of visual literacy in reading iconotext.Building on these findings, in visual communication, the distinction between text and image, reading and seeing, verbal and visual, is increasingly blurring. It can be said that in an era of “text-image”, an image presupposes a text, and vice versa. Future studies should explore a new type of visual literacy ― the visual literacy of the third text-image in an era of new media ― with which one can understand a cross-boundary cultural phenomenon where text and image, and words and forms coexist and blend.				시대변화에 따른 미디어의 확장과 커뮤니케이션의형태가 급변하고 있다. 그에 따라 비주얼커뮤니케이션에서의 언어적 요소와 비언어적 요소의 표현과 방법도 다양해지면서 시각적 이미지의 메시지 전달도 모호해졌다. 본 연구는 비주얼커뮤니케이션에서 나타나는 비언어적 요소인 아이코노텍스트(iconotext)에서부터 시작되었다. 연구의 목적은 글과 그림이 같이 존재하면서도 하나의 상징적인 또는 복합적인 의미를 가지고 있는 아이코노텍스트의 개념이해와 특징 및 유형 그리고 이미지 텍스트로서의 시각적 문해력(비주얼 리터러시visual literacy)에 대해 고찰하였다.본 연구의 내용 및 결과는 다음과 같다. 문해력(리터러시literacy)은 문자 언어를 읽고 쓸 수 있는 능력으로 사용되지만, 최근에는 개념이 확대되어 문자나이미지를 사용하여 메시지를 이해하고 만들어 낼 수있는 인간의 모든 커뮤니케이션 영역의 능력으로 확장되고 있다. 시각적 미디어는 문자언어의 퇴조와 시각이미지언어의 막강한 영향력으로 나타나게 되었다.이러한 시각이미지 정보를 빠르고 바르게 해독하고- 208 - 메시지를 수용하고 선별하며 시각적 메시지를 생산해내는 시각적 문해력은 더욱 중요해지고 있다. 특히 글과 그림이 공존하는 비언어적 요소인 아이코노텍스트의 특성은 조형 요소와 구두 요소 사이의 거리를 유지하는데 있으며, 이 두 요소는 서로 혼동되지 않으면서도 순간적인 대치를 통해 긴장을 하게 되는데 이것이 글과 그림의 기호체계를 대립시키거나 병치시키는역동성에 있다고 하였다. 이는 아이코노텍스트가 문자이면서도 그림인 모호성에서부터 상호텍스트성으로인하여 다의적 해석을 불러일으키는 것이다.이러한 연구 결과를 바탕으로 비주얼커뮤니케이션에서 비언어적 요소인 아이코노텍스트의 시각적 문해력은 텍스트와 이미지, 읽는 것과 보는 것, 언어적인것과 시각적인 것의 경계는 점점 모호해지고 있다. 이는 텍스트이미지(texteimage) 시대에 텍스트는 이미지를 염두에 두는 텍스트가 되고, 이미지는 텍스트를 염두에 두는 이미지가 되는 것이다. 아이코노텍스트의시각적 문해력은 읽고 이해하는 것과는 달리 이미지와 문자 그리고 형상과 언어가 서로 공존하고 융합하는 탈경계적 문화현상을 해독할 수 있는 새로운 시각적 문해력, 즉 새로운 미디어 시대에 제3의 텍스트 이미지의 비주얼 미디어 리터러시에 대한 후속 연구가필요하겠다.					0	0	0	0	0	0			2005-1409			KJD:ART002312060		
J	Sterno, Linda; Bjork, Klara								Redirecting the gaze: Film education in an individualistic era								JOURNAL OF AFRICAN CINEMAS				9	2-3			151	168		10.1386/jac.9.2-3.151_1					DEC 1 2017	2017	This article offers consideration to an alternative use of film practice and the role of pedagogy in challenging the conception of film as a product and entertainment medium. Instead the authors reflect on the potential of the camera as a tool for facilitating dialogue with communities and individuals, which allows student filmmakers to draw on images and representations that challenge the stereotyped and repetitive images generated in mass media. Furthermore, they draw from their own experiences of working with the visual practice (VP) model where the camera is a research tool. As a tool, the camera is used to explore issues in contemporary society and is related to contextual responsibilities and concerns regarding film pedagogy and its connection to enabling social change, with a broader correlation to civil society that aims to promote democratic rights.									0	0	0	0	0	0			1754-9221	1754-923X		WOS:000432921700004		
J	Okasaki, Aymê; Kanamaru, Antonio Takao								Ensino da arte e desenvolvimento da leitura visual: uso da estamparia têxtil no ensino médio	Art teaching and development of visual reading: use of textile printing in high school							Educação e Pesquisa				44	0			e162822	e162822		10.1590/s1678-4634201711162822					2017-12	2017	Abstract The present study is based on the importance of the process of reading and analyzing artistic and textile visual works for the comprehensive development of students. Our procedures were firstly based on the conceptual framework proposed by Abigail Housen, which states that the process of reading visual languages involve basic development stages, namely narrative, constructive, classifying, interpretative, and re-creative – where the latter indicates the student has acquired and consolidated skills of conscious reading. This framework was combined with the triangular approach developed by Ana M. Barbosa in terms of the need to contextualize, make, and appraise art works. To make a deeper observation of the aesthetic-artistic process, we analyzed visual readings of artistic and textile prints by students and teachers of art and fashion collected in a school environment from 2014 to 2015 and guided by the basic question: “What do you see in this print?”. Thus, we observed the coherence of Housen’s stages of aesthetic development and the need for Barbosa’s triangulation, but we highlight the need and the didactic-pedagogical importance of developing image reading in the context of visual literacy as a way to promote collective expression, discussion and reflection and as an essential process for the development of aesthetic and artistic learning, which we believe leads students’ awareness of themselves, of others, and of the world - the basis for thinking autonomously. Thus it promotes the student’s development as a critical subject and citizen, as indicated by new literature findings.		Resumo Trata-se de estudo baseado na importância do processo de leitura e análise de obras visuais artísticas e têxteis para o desenvolvimento integral do educando. Fundamentamos inicialmente nossos procedimentos a partir do quadro conceitual da autora Abigail Housen, que sustenta que o processo de leitura da linguagem visual pelo educando ocorre por meio de estágios básicos de desenvolvimento: narrativo, construtivo, classificatório, interpretativo e re-criativo, sendo que nesses dois últimos, podemos observar a aquisição e consolidação da leitura consciente pelo educando. Aliamos, em análise, a abordagem triangular da autora Ana Mae Barbosa, quanto à necessidade de contextualizar, fazer e apreciar a obra de arte. Mas, para aprofundamento de nossa observação do processo estético-artístico, analisamos leituras visuais realizadas por estudantes e educadores de ensino de artes e moda, entre 2014 e 2015, em comunidade escolar, a partir de estampas artísticas e têxteis, guiadas pela questão básica: “O que você vê na estampa?”. Observamos assim, a coerência dos estágios de desenvolvimento de Housen, bem como a necessidade de triangulação de Barbosa, mas destacamos a necessidade e a importância didático-pedagógica do desenvolvimento da leitura da imagem enquanto alfabetização visual, como meio para expressão, discussão e reflexão coletivas, processo fundamental para o desenvolvimento da aprendizagem estética e artística que, a nosso ver, possibilita a conscientização do educando quanto a si mesmo, ao outro e ao mundo – base para autonomia do pensamento e, assim, para o desenvolvimento do educando como sujeito crítico e cidadão, conforme novas literaturas indicam.							0	0	0	0	0	0			1678-4634			SCIELO:S1517-97022018000100417		
J	Bentwich, Miriam Ethel; Gilbey, Peter								More than visual literacy: art and the enhancement of tolerance for ambiguity and empathy								BMC MEDICAL EDUCATION				17						200	10.1186/s12909-017-1028-7					NOV 10 2017	2017	Background: Comfort with ambiguity, mostly associated with the acceptance of multiple meanings, is a core characteristic of successful clinicians. Yet past studies indicate that medical students and junior physicians feel uncomfortable with ambiguity. Visual Thinking Strategies (VTS) is a pedagogic approach involving discussions of art works and deciphering the different possible meanings entailed in them. However, the contribution of art to the possible enhancement of the tolerance for ambiguity among medical students has not yet been adequately investigated. We aimed to offer a novel perspective on the effect of art, as it is experienced through VTS, on medical students' tolerance of ambiguity and its possible relation to empathy.Methods: Quantitative method utilizing a short survey administered after an interactive VTS session conducted within mandatory medical humanities course for first-year medical students. The intervention consisted of a 90-min session in the form of a combined lecture and interactive discussions about art images. The VTS session and survey were filled by 67 students in two consecutive rounds of first-year students.Results.: 67% of the respondents thought that the intervention contributed to their acceptance of multiple possible meanings, 52% thought their visual observation ability was enhanced and 34% thought that their ability to feel the sufferings of other was being enhanced. Statistically significant moderate-to-high correlations were found between the contribution to ambiguity tolerance and contribution to empathy (0.528-0.744; p <= 0.01).Conclusions: Art may contribute especially to the development of medical students' tolerance of ambiguity, also related to the enhancement of empathy. The potential contribution of visual art works used in VTS to the enhancement of tolerance for ambiguity and empathy is explained based on relevant literature regarding the embeddedness of ambiguity within art works, coupled with reference to John Dewey's theory of learning. Given the situational nature of the tolerance for ambiguity in this context, VTS provides a path for enhancing ambiguity tolerance that is less conditioned by character traits. Moreover, the modest form of VTS we utilized, not requesting a significant alteration in the pre-clinical curricula, suggests that enhancing the tolerance of ambiguity and empathy among medical students may be particularly feasible.									1	0	0	0	0	1			1472-6920			WOS:000414976100002	29126410	
J	Tranter, Kieran					Tranter, Kieran/0000-0003-1683-2939			Law, the Digital and Time: The Legal Emblems of Doctor Who								INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE				30	3	SI		515	532		10.1007/s11196-017-9522-0					SEP 2017	2017	This article is about time. It is about time, or more precisely, about the absence of time in law's digital future. It is also about time travelling and the seemingly ever-popular BBC science fiction television series Doctor Who. Further, it is about law's timefullness; about law's pictorial past and the 'visual baroque' of its chronological fused future. Ultimately, it is about a time paradox of seeing time run to a time when time runs 'No More!' This 'timey-wimey' article is in three parts. The first part looks to a hazy remembered past of the legal emblem tradition as presented in Peter Goodrich's Legal Emblems and the Art of Law to learn visual literacy and also to glimpse the essential elements of modern legality with authority, decision and violence. The second part maps how these images and icons of modern legality are manifest in the Doctor Who fiftieth year anniversary special 'The Day of the Doctor.' The third stage looks beyond these first order meanings to understand the chronological chaos of 'The Day of the Doctor.' The technicity of the image as a portal through time and space that the narrative revolves around charts the implications for the digital end of time for law.									0	0	0	0	0	0			0952-8059	1572-8722		WOS:000425942500009		
J	Gibbard, Nathan								When Is a Priest Not a Priest? Religious Visual Literacy in an Era of Identity Politics								JOURNAL OF RELIGION AND POPULAR CULTURE				29	3			163	176		10.3138/jrpc.29.3.3180					FAL 2017	2017	The study of superheroes and religion has often been approached through a mythological hermeneutic, or one that emphasizes what the characters represent. This, however, has often led to a failure to account adequately for the visual component that is a crucial element in talking about graphic narrative, especially when discussing religion and spirituality within comics. By closely examining one religious image within the context of The Incredible Hulk comics, the clerical collar, this article seeks to shed some light on the complexity of dealing with constantly evolving religious visual culture and its relation to religious identity. In this way, the article hopes to open up new lines of inquiry in regard to religion and comics.									0	0	0	0	0	0			1703-289X			WOS:000418186500001		
J	Vega Garzon, Juan Carlos; Magrini, Marcio Luiz; Galembeck, Eduardo								Using augmented reality to teach and learn biochemistry								BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION				45	5			417	420		10.1002/bmb.21063					SEP-OCT 2017	2017	Understanding metabolism and metabolic pathways constitutes one of the central aims for students of biological sciences. Learning metabolic pathways should be focused on the understanding of general concepts and core principles. New technologies such Augmented Reality (AR) have shown potential to improve assimilation of biochemistry abstract concepts because students can manipulate 3D molecules in real time. Here we describe an application named Augmented Reality Metabolic Pathways (ARMET), which allowed students to visualize the 3D molecular structure of substrates and products, thus perceiving changes in each molecule. The structural modification of molecules shows students the flow and exchange of compounds and energy through metabolism. (c) 2017 by The International Union of Biochemistry and Molecular Biology, 45(5):417-420, 2017.									0	0	0	0	0	0			1470-8175	1539-3429		WOS:000411289900007	28436090	
